Date,Insertion_Order_Name,Insertion_Order_Goal_Type,Insertion_Order_Goal_Value(KPI),Planned_Budget,IO_Pacing,IO_Pacing_Rate,IO_Start_Date,IO_End_Date,Advertiser_Currency,Spends,Impressions,Clicks,Complete_Views
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,24007.99,225910,2571,155505
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,7807.867,102198,704,69340
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,1779.803,21779,34,17835
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,13221.98,141796,1852,84711
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17197.98,168344,2439,112350
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,8288.175,96097,837,64909
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,21125,248975,3593,138977
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,41911.14,458742,6051,276038
4/1/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,14922.16,150721,1939,97365
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,23830.6,205800,2536,144661
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,29035,230814,1940,172444
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5761.755,52667,346,42264
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,22750.6,209532,2795,137630
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17668.2,203837,3213,135780
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,30686.2,219912,2044,171975
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,28249.93,280913,4571,170748
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,61383.05,542047,7693,354613
4/2/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,24241.12,220579,3050,151313
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,22322.39,175735,2377,122614
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,28833.4,224898,1879,169571
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5771.45,51881,301,41258
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,22224.55,184031,2597,125290
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17191.3,173915,2799,123070
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,29896.38,206110,1804,164119
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,27339.78,237716,4617,149913
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,58559.27,465029,7495,309566
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,23658.69,195790,2663,142008
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,24498.59,188838,1620,135364
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,29660.72,215031,1217,163995
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5537.679,40343,193,32352
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,23312.37,196370,1618,139380
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17316,153697,1842,115963
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,26170,186725,1679,146162
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,59661.26,405283,2812,307515
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,80722.47,621344,4723,453336
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,23252.45,170847,1362,134249
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,24490.21,217795,2070,139903
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,29656.46,230401,1477,163585
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5535.356,41953,236,32601
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,23316.88,219773,2216,137529
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17303.37,168650,2739,114520
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,24900.86,173533,1793,133184
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,53419.9,409024,4435,277678
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,80728.88,651115,5614,456651
4/5/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,23240.53,209453,2500,132173
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,24506.46,215995,1843,144164
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,29649.46,223393,1828,164613
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5535.17,42771,197,32463
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,23318.37,219542,1841,145734
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17305.84,183710,2926,117475
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,23727.13,161413,1315,129233
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,41194.97,320200,4565,204589
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,80109.62,671281,9048,435883
4/6/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,23249.48,200261,2640,130552
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,22970.38,226535,3667,121418
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,25984.56,188667,2251,137788
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5258.745,36782,270,28411
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,22101.39,200791,3461,117171
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,16056.84,184952,3739,106068
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,12738.37,102102,1695,69415
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,21418.11,226475,5548,101851
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,41006.67,448019,9906,215375
4/7/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,21962.82,202147,3856,117593
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,20609.67,203745,3830,104931
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,23485.5,174146,2136,123220
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,4816.242,37629,284,30085
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,19769.2,184336,3334,104626
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,15449.48,176565,3629,104021
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,11518.37,96448,1684,60847
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,18573.14,217667,5870,90853
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,32122.42,394452,10065,161707
4/8/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,20428.68,188062,3932,108948
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,21435.02,206921,3889,115322
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,26506.23,192560,2152,138415
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5536.61,42169,302,33796
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,20817.23,193209,3746,107961
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17440.37,180002,3295,111713
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,18913.83,140956,1901,100226
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,21343.49,230533,6083,104851
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,38180.99,423166,10762,187251
4/9/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,22631.84,203548,4034,123707
4/10/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,20795.46,196355,3762,114222
4/10/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,27543.6,209130,2003,154671
4/10/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5533.923,44457,288,35621
4/10/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,21459.07,197609,3665,115327
4/10/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17440.36,170135,2981,111319
4/10/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,23385.36,169636,1940,125008
4/10/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,22352.35,218709,5493,112082
4/10/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,39341.34,376784,9747,183851
